LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
-100.67056,21.72247,291.27,Alta,773.0,Permisible para riego,453.0,Excelente para riego,Potable - Dulce,2.9128,Alta,125.6598,Potable - Dura,Potable - Excelente,3.605287,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,MN,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
-100.76304,21.612920000000003,194.91,Alta,536.0,Buena para riego,318.4,Excelente para riego,Potable - Dulce,3.247,Alta,53.8542,Potable - Suave,Potable - Excelente,1.522011,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.95185,21.75607,186.15,Alta,471.0,Buena para riego,310.0,Excelente para riego,Potable - Dulce,2.5847,Alta,49.865,Potable - Suave,Potable - Excelente,1.310229,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.94273000000001,21.77099,162.06,Alta,479.0,Buena para riego,252.8,Excelente para riego,Potable - Dulce,2.9828,Alta,49.865,Potable - Suave,Potable - Excelente,1.119749,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
-100.94395,21.79597,182.865,Alta,552.0,Buena para riego,330.4,Excelente para riego,Potable - Dulce,2.5504,Alta,71.8056,Potable - Moderadamente suave,Potable - Excelente,1.653348,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.95308,21.79467,204.765,Alta,589.0,Buena para riego,378.2,Excelente para riego,Potable - Dulce,2.5422,Alta,85.7678,Potable - Moderadamente suave,Potable - Excelente,1.418185,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.97465,21.76215,263.895,Alta,788.0,Permisible para riego,483.6,Excelente para riego,Potable - Dulce,2.136,Alta,141.6166,Potable - Dura,Potable - Excelente,0.637862,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.75535,21.85608,209.145,Alta,596.0,Buena para riego,366.6,Excelente para riego,Potable - Dulce,1.9904,Alta,111.6976,Potable - Moderadamente suave,Potable - Excelente,4.071261,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.75287,21.8518,209.145,Alta,671.0,Buena para riego,366.4,Excelente para riego,Potable - Dulce,1.8326,Alta,113.6922,Potable - Moderadamente suave,Potable - Excelente,3.088241,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.87992,22.09806,124.83,Media,387.0,Buena para riego,222.4,Excelente para riego,Potable - Dulce,2.734,Alta,41.785,Potable - Suave,Potable - Excelente,1.174783,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.99982,22.15571,114.975,Media,414.0,Buena para riego,216.0,Excelente para riego,Potable - Dulce,2.9349,Alta,53.8542,Potable - Suave,Buena calidad,1.196746,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.01146999999999,22.2086,137.97,Media,430.0,Buena para riego,248.8,Excelente para riego,Potable - Dulce,2.7147,Alta,47.8704,Potable - Suave,Potable - Excelente,1.61334,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.70246,22.623260000000002,277.5,Alta,8680.0,Indeseable para riego,5418.2,Indeseable para riego,Salobres,1.7301,Alta,1361.0232,Muy dura e indeseable usos industrial y domestico,Aceptable,4.066524,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,DT,PB,",SI,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,NO,SI,SI
-100.47511,22.93944,186.15,Alta,1666.0,Permisible para riego,1327.6,Cultivos con manejo especial,Ligeramente salobres,2.0311,Alta,855.0144,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,0.585309,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,DT,",SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.06028,21.949579999999997,193.815,Alta,1248.0,Permisible para riego,997.3333,Cultivos sensibles,Potable - Dulce,1.0516,Potable - Optima,607.6144,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,5.49472,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.07085,21.933320000000002,243.09,Alta,1956.0,Permisible para riego,1559.6667,Cultivos con manejo especial,Ligeramente salobres,1.4587,Potable - Optima,1029.184,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,0.380737,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.07781999999999,21.94226,239.805,Alta,1641.0,Permisible para riego,1138.0,Cultivos con manejo especial,Ligeramente salobres,1.3636,Potable - Optima,851.056,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,0.567393,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.16041,21.98469,257.325,Alta,715.0,Buena para riego,486.0,Excelente para riego,Potable - Dulce,1.7781,Alta,306.776,Potable - Dura,Potable - Excelente,3.831585,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-100.9075,23.7606,287.49,Alta,555.0,Buena para riego,367.8,Excelente para riego,Potable - Dulce,0.331,Baja,290.9424,Potable - Dura,Contaminada,2.850472,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-100.8472,23.5156,156.51,Alta,391.0,Buena para riego,282.4,Excelente para riego,Potable - Dulce,<0.2,Baja,205.8368,Potable - Dura,Contaminada,0.754372,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,CD,MN,FE,",SI,SI,SI,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,NO,NO
-93.3223,18.0952,336.33,Alta,671.0,Buena para riego,384.4,Excelente para riego,Potable - Dulce,<0.2,Baja,306.3676,Potable - Dura,Buena calidad,0.0,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-93.30885,18.25555,362.97,Alta,842.0,Permisible para riego,466.4,Excelente para riego,Potable - Dulce,0.2008,Baja,342.1768,Potable - Dura,Buena calidad,0.0,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-93.382611,18.01954,349.65,Alta,698.0,Buena para riego,407.4,Excelente para riego,Potable - Dulce,<0.2,Baja,296.4206,Potable - Dura,Potable - Excelente,0.0,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
-93.626667,18.174722,279.72,Alta,743.0,Buena para riego,415.6,Excelente para riego,Potable - Dulce,0.2879,Baja,240.7174,Potable - Dura,Buena calidad,0.036333,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
-98.45527,19.36149,520.0,Indeseable como FAAP,1346.0,Permisible para riego,710.0,Cultivos sensibles,Potable - Dulce,0.347,Baja,486.0,Potable - Dura,Potable - Excelente,0.776,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-97.85323000000001,19.42248,111.305,Media,270.0,Buena para riego,205.0,Excelente para riego,Potable - Dulce,0.215,Baja,118.0,Potable - Moderadamente suave,Potable - Excelente,5.569,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
-97.86116700000001,19.238278,186.2,Alta,668.0,Buena para riego,442.0,Excelente para riego,Potable - Dulce,0.638,Media,222.0,Potable - Dura,Potable - Excelente,20.106,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
-98.276028,19.304917,283.0,Alta,1033.0,Permisible para riego,594.0,Cultivos sensibles,Potable - Dulce,0.415,Media,350.0,Potable - Dura,Aceptable,0.0,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
-97.662472,19.305667,519.4,Indeseable como FAAP,1432.0,Permisible para riego,782.0,Cultivos sensibles,Potable - Dulce,1.054,Potable - Optima,162.0,Potable - Dura,Potable - Excelente,1.881,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-98.248972,19.335860999999998,531.9,Indeseable como FAAP,1284.0,Permisible para riego,756.0,Cultivos sensibles,Potable - Dulce,0.273,Baja,528.0,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,4.207,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"ALC,DT,",NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-98.355,19.249139000000003,229.0,Alta,1028.0,Permisible para riego,636.0,Cultivos sensibles,Potable - Dulce,0.297,Baja,346.0,Potable - Dura,Potable - Excelente,15.992,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
-101.94518000000001,22.50461,190.92,Alta,995.0,Permisible para riego,673.8,Cultivos sensibles,Potable - Dulce,2.4515,Alta,147.2156,Potable - Dura,Potable - Excelente,6.905433,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-102.35692,23.28831,212.43,Alta,3080.0,Indeseable para riego,2352.3333,Cultivos tolerantes,Salobres,1.3777,Potable - Optima,860.544,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,12.592849,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,NO3,",SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
-102.15784000000001,22.68725,157.62,Alta,519.0,Buena para riego,293.4,Excelente para riego,Potable - Dulce,2.5347,Alta,101.592,Potable - Moderadamente suave,Potable - Excelente,4.074234,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-102.27015,22.46404,202.02,Alta,577.0,Buena para riego,329.2,Excelente para riego,Potable - Dulce,2.75,Alta,121.512,Potable - Dura,Potable - Excelente,1.437234,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-102.85178,22.03707,152.07,Alta,334.0,Buena para riego,275.6,Excelente para riego,Potable - Dulce,3.1991,Alta,101.4594,Potable - Moderadamente suave,Potable - Excelente,1.901075,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-102.25301,22.571679999999997,178.71,Alta,541.0,Buena para riego,292.0,Excelente para riego,Potable - Dulce,3.8324,Alta,121.512,Potable - Dura,Potable - Excelente,3.658448,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-102.02176,22.40142,227.55,Alta,659.0,Buena para riego,443.4,Excelente para riego,Potable - Dulce,1.6201,Alta,131.3004,Potable - Dura,Potable - Excelente,2.927746,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.02734,22.587239999999998,183.15,Alta,475.0,Buena para riego,342.8,Excelente para riego,Potable - Dulce,1.7825,Alta,121.3534,Potable - Dura,Potable - Excelente,3.430874,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-103.00322,22.668,163.17,Alta,412.0,Buena para riego,294.2,Excelente para riego,Potable - Dulce,1.9114,Alta,83.5548,Potable - Moderadamente suave,Potable - Excelente,1.349957,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
-102.22758,22.679570000000002,149.85,Media,422.0,Buena para riego,244.6,Excelente para riego,Potable - Dulce,1.725,Alta,81.672,Potable - Moderadamente suave,Buena calidad,3.754561,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-102.70026,22.69688,188.7,Alta,508.0,Buena para riego,335.6667,Excelente para riego,Potable - Dulce,3.5162,Alta,57.6926,Potable - Suave,Potable - Excelente,1.41202,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-102.71925,22.67801,195.36,Alta,444.0,Buena para riego,335.0,Excelente para riego,Potable - Dulce,1.9875,Alta,113.3958,Potable - Moderadamente suave,Potable - Excelente,1.249502,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-102.73696,22.75491,185.37,Alta,561.0,Buena para riego,319.0,Excelente para riego,Potable - Dulce,1.9872,Alta,97.4806,Potable - Moderadamente suave,Potable - Excelente,1.526278,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-102.428,22.89857,203.13,Alta,556.0,Buena para riego,365.8,Excelente para riego,Potable - Dulce,0.4038,Media,163.344,Potable - Dura,Potable - Excelente,0.057059,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
-102.49688,22.722279999999998,195.36,Alta,472.0,Buena para riego,284.6667,Excelente para riego,Potable - Dulce,1.3018,Potable - Optima,81.5654,Potable - Moderadamente suave,Contaminada,2.655231,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-102.31134,22.77001,168.72,Alta,328.0,Buena para riego,285.6667,Excelente para riego,Potable - Dulce,1.8961,Alta,109.56,Potable - Moderadamente suave,Aceptable,1.596549,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-102.88506,22.28876,183.15,Alta,436.0,Buena para riego,261.2,Excelente para riego,Potable - Dulce,2.6145,Alta,85.5442,Potable - Moderadamente suave,Potable - Excelente,0.859095,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.67815,22.3024,176.49,Alta,525.0,Buena para riego,329.6667,Excelente para riego,Potable - Dulce,1.5577,Alta,119.52,Potable - Moderadamente suave,Potable - Excelente,5.962196,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-103.19989,23.01389,185.37,Alta,637.0,Buena para riego,387.2,Excelente para riego,Potable - Dulce,2.1518,Alta,83.5548,Potable - Moderadamente suave,Potable - Excelente,1.520907,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.6368,24.8328,179.58,Alta,1117.0,Permisible para riego,982.0,Cultivos sensibles,Potable - Dulce,0.4808,Media,529.872,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,6.057694,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.34845,24.55602,222.285,Alta,801.0,Permisible para riego,579.6667,Cultivos sensibles,Potable - Dulce,0.3292,Baja,388.44,Potable - Dura,Buena calidad,2.78858,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-100.86099,24.52365,362.445,Alta,4110.0,Indeseable para riego,2441.3333,Cultivos tolerantes,Salobres,1.1398,Potable - Optima,663.336,Muy dura e indeseable usos industrial y domestico,Buena calidad,4.078962,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,AS,FE,",SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,NO
-100.96738,24.384320000000002,227.76,Alta,1807.0,Permisible para riego,1536.0,Cultivos con manejo especial,Ligeramente salobres,0.6064,Media,808.752,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,10.577071,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.63465,22.16702,149.85,Media,454.0,Buena para riego,339.0,Excelente para riego,Potable - Dulce,2.1357,Alta,91.632,Potable - Moderadamente suave,Potable - Excelente,2.235563,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.72702,22.35961,216.45,Alta,648.0,Buena para riego,858.0,Cultivos sensibles,Potable - Dulce,2.4666,Alta,111.552,Potable - Moderadamente suave,Potable - Excelente,2.757894,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-101.73639,22.472739999999998,313.02,Alta,1271.0,Permisible para riego,1198.6667,Cultivos con manejo especial,Ligeramente salobres,2.2049,Alta,344.616,Potable - Dura,Potable - Excelente,3.82943,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.39173000000001,24.25089,179.82,Alta,372.0,Buena para riego,254.6667,Excelente para riego,Potable - Dulce,1.9881,Alta,99.6,Potable - Moderadamente suave,Potable - Excelente,2.779921,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-102.42171,24.32433,293.04,Alta,1668.0,Permisible para riego,1153.6667,Cultivos con manejo especial,Ligeramente salobres,2.7522,Alta,378.48,Potable - Dura,Buena calidad,1.313976,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
