LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
-103.5444,19.08445,188.57,Alta,545.0,Buena para riego,351.8,Excelente para riego,Potable - Dulce,0.2601,Baja,160.299,Potable - Dura,Contaminada,0.594546,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-103.72062,18.75098,225.42,Alta,976.0,Permisible para riego,646.4,Cultivos sensibles,Potable - Dulce,0.3693,Baja,327.393,Potable - Dura,Buena calidad,0.731507,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-103.98904,19.02129,121.55,Media,553.0,Buena para riego,318.4,Excelente para riego,Potable - Dulce,<0.2,Baja,148.815,Potable - Dura,Contaminada,5.789647,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Rojo,"CF,PB,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI
-103.53304,18.536479999999997,321.555,Alta,1333.0,Permisible para riego,879.2,Cultivos sensibles,Potable - Dulce,0.4841,Media,476.5748,Potable - Dura,Potable - Excelente,0.439705,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-103.96526,18.90683,327.08,Alta,1178.0,Permisible para riego,804.8,Cultivos sensibles,Potable - Dulce,0.3326,Baja,438.9244,Potable - Dura,Contaminada,0.186126,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,Rojo,"CF,MN,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI
-103.94745,18.84347,179.01,Alta,749.0,Buena para riego,506.6,Cultivos sensibles,Potable - Dulce,0.2718,Baja,232.838,Potable - Dura,Contaminada,0.0,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-104.55951999999999,19.200039999999998,175.38,Alta,845.0,Permisible para riego,593.8,Cultivos sensibles,Potable - Dulce,<0.2,Baja,308.76,Potable - Dura,Buena calidad,3.344094,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-103.87371,19.0665,256.15,Alta,1051.0,Permisible para riego,1740.0,Cultivos con manejo especial,Ligeramente salobres,0.4142,Media,367.077,Potable - Dura,Contaminada,1.907717,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-103.91957,19.17448,188.57,Alta,967.0,Permisible para riego,734.4,Cultivos sensibles,Potable - Dulce,0.2439,Baja,492.0816,Potable - Dura,Potable - Excelente,1.724928,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
-104.23293000000001,19.03872,306.29,Alta,804.0,Permisible para riego,489.6,Excelente para riego,Potable - Dulce,0.2518,Baja,323.4246,Potable - Dura,Contaminada,1.129143,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,MN,FE,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,NO
-104.322361,19.127083,260.61,Alta,965.0,Permisible para riego,695.3333,Cultivos sensibles,Potable - Dulce,<0.2,Baja,358.56,Potable - Dura,Buena calidad,12.066164,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
-104.3391,19.12627,189.81,Alta,813.0,Permisible para riego,533.3333,Cultivos sensibles,Potable - Dulce,0.3086,Baja,290.4524,Potable - Dura,Contaminada,4.430198,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-104.05985,18.98215,237.62,Alta,1407.0,Permisible para riego,1013.4,Cultivos con manejo especial,Ligeramente salobres,0.3115,Baja,430.5714,Potable - Dura,Contaminada,8.037818,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-103.70785,18.99035,283.4,Alta,1447.0,Permisible para riego,878.2,Cultivos sensibles,Potable - Dulce,0.3768,Baja,382.9506,Potable - Dura,Contaminada,3.030487,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-105.41268000000001,25.91927,201.65,Alta,1110.0,Permisible para riego,306.8,Excelente para riego,Potable - Dulce,1.8562,Alta,83.3364,Potable - Moderadamente suave,Potable - Excelente,0.620947,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-105.95998,25.935579999999998,222.0,Alta,499.0,Buena para riego,449.4,Excelente para riego,Potable - Dulce,2.4063,Alta,288.9632,Potable - Dura,Potable - Excelente,3.434833,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.80348000000001,26.32283,226.525,Alta,869.0,Permisible para riego,529.8,Cultivos sensibles,Potable - Dulce,1.1393,Potable - Optima,136.9098,Potable - Dura,Potable - Excelente,4.930892,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.3969,23.47888,349.305,Alta,568.0,Buena para riego,534.2,Cultivos sensibles,Potable - Dulce,5.1765,Alta,184.0656,Potable - Dura,Potable - Excelente,4.535014,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-105.44318999999999,25.04651,315.24,Alta,640.0,Buena para riego,473.6,Excelente para riego,Potable - Dulce,7.1332,Alta,41.5632,Potable - Suave,Potable - Excelente,0.076386,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-105.42947,25.04969,528.36,Indeseable como FAAP,873.0,Permisible para riego,693.6,Cultivos sensibles,Potable - Dulce,4.7779,Alta,61.3552,Potable - Moderadamente suave,Potable - Excelente,3.399203,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"ALC,FLUO,AS,",NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-105.42039,25.03796,275.94,Alta,454.0,Buena para riego,492.0,Excelente para riego,Potable - Dulce,1.3633,Potable - Optima,91.0432,Potable - Moderadamente suave,Buena calidad,4.472994,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-105.42473000000001,25.09101,313.17,Alta,438.0,Buena para riego,380.3333,Excelente para riego,Potable - Dulce,3.1583,Alta,37.6048,Potable - Suave,Buena calidad,1.815295,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-105.50608000000001,25.16548,147.63,Media,350.0,Buena para riego,211.0,Excelente para riego,Potable - Dulce,1.3433,Potable - Optima,25.7296,Potable - Suave,Buena calidad,0.759527,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-105.77733,25.32961,155.49,Alta,308.0,Buena para riego,417.0,Excelente para riego,Potable - Dulce,1.9817,Alta,33.6464,Potable - Suave,Potable - Excelente,0.357786,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.37133,24.47431,210.24,Alta,1070.0,Permisible para riego,735.2,Cultivos sensibles,Potable - Dulce,0.8164,Potable - Optima,339.082,Potable - Dura,Potable - Excelente,11.487918,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
-103.73916,24.17523,172.05,Alta,334.0,Buena para riego,224.8,Excelente para riego,Potable - Dulce,0.2462,Baja,169.32,Potable - Dura,Potable - Excelente,1.705903,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"AS,FE,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
-103.85242,24.42197,226.44,Alta,609.0,Buena para riego,450.3333,Excelente para riego,Potable - Dulce,1.1237,Potable - Optima,249.0,Potable - Dura,Potable - Excelente,20.373571,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
-103.81525,24.539260000000002,364.08,Alta,1789.0,Permisible para riego,1200.3333,Cultivos con manejo especial,Ligeramente salobres,1.8841,Alta,816.72,Muy dura e indeseable usos industrial y domestico,Buena calidad,1.604578,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,DT,AS,",SI,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.92517,24.60663,171.915,Alta,576.0,Buena para riego,402.2,Excelente para riego,Potable - Dulce,1.853,Alta,179.514,Potable - Dura,Potable - Excelente,3.949555,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.96478,24.551779999999997,229.95,Alta,524.0,Buena para riego,337.4,Excelente para riego,Potable - Dulce,2.8089,Alta,175.5248,Potable - Dura,Potable - Excelente,2.294474,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.88003,24.67848,254.04,Alta,640.0,Buena para riego,362.2,Excelente para riego,Potable - Dulce,1.491,Potable - Optima,175.5248,Potable - Dura,Potable - Excelente,2.645957,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.02779,24.79006,171.915,Alta,507.0,Buena para riego,318.2,Excelente para riego,Potable - Dulce,1.568,Alta,133.6382,Potable - Dura,Potable - Excelente,2.72281,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.79279,25.12443,267.18,Alta,1931.0,Permisible para riego,1283.3333,Cultivos con manejo especial,Ligeramente salobres,1.2869,Potable - Optima,570.4556,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,16.017351,No apta como FAAP,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"DT,AS,NO3,",SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI
-103.78701,25.11561,278.13,Alta,1732.0,Permisible para riego,1108.3333,Cultivos con manejo especial,Ligeramente salobres,1.3036,Potable - Optima,523.896,Muy dura e indeseable usos industrial y domestico,Buena calidad,18.395456,No apta como FAAP,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"DT,AS,NO3,",SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI
-103.72887,25.06215,281.415,Alta,1286.0,Permisible para riego,860.3333,Cultivos sensibles,Potable - Dulce,1.3098,Potable - Optima,330.672,Potable - Dura,Potable - Excelente,7.357424,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.72010999999999,25.036839999999998,297.84,Alta,2078.0,Dudosa para riego,1340.0,Cultivos con manejo especial,Ligeramente salobres,1.0852,Potable - Optima,587.64,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,0.245401,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,DT,AS,",SI,NO,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.6934,24.85957,254.04,Alta,851.0,Permisible para riego,491.0,Excelente para riego,Potable - Dulce,1.0721,Potable - Optima,229.08,Potable - Dura,Potable - Excelente,0.899445,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.69635,24.8579,249.66,Alta,808.0,Permisible para riego,479.0,Excelente para riego,Potable - Dulce,1.0707,Potable - Optima,231.072,Potable - Dura,Potable - Excelente,0.243175,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-103.48315,24.55637,137.97,Media,2630.0,Dudosa para riego,2354.0,Cultivos tolerantes,Salobres,0.9793,Potable - Optima,1216.706,Muy dura e indeseable usos industrial y domestico,Fuertemente contaminada,6.579332,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,FE,",SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO
-105.42265,25.05818,219.78,Alta,330.0,Buena para riego,284.0,Excelente para riego,Potable - Dulce,1.4232,Potable - Optima,39.584,Potable - Suave,Buena calidad,0.651957,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.08413,23.77516,235.425,Alta,544.0,Buena para riego,330.0,Excelente para riego,Potable - Dulce,3.0407,Alta,113.6922,Potable - Moderadamente suave,Contaminada,0.771932,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
-104.05886,23.68358,168.63,Alta,346.0,Buena para riego,214.6,Excelente para riego,Potable - Dulce,1.7074,Alta,103.7192,Potable - Moderadamente suave,Buena calidad,0.706184,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.24706,23.85314,269.37,Alta,560.0,Buena para riego,380.0,Excelente para riego,Potable - Dulce,1.7899,Alta,169.541,Potable - Dura,Buena calidad,1.120973,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.58898,24.04655,217.905,Alta,647.0,Buena para riego,471.3333,Excelente para riego,Potable - Dulce,3.6351,Alta,171.312,Potable - Dura,Potable - Excelente,3.152818,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.58664,23.98935,173.01,Alta,454.0,Buena para riego,293.0,Excelente para riego,Potable - Dulce,1.9198,Alta,165.336,Potable - Dura,Potable - Excelente,0.86371,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.6448,24.05443,98.55,Media,270.0,Buena para riego,195.6667,Excelente para riego,Potable - Dulce,5.0366,Alta,39.84,Potable - Suave,Potable - Excelente,1.749642,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.58995,24.15877,245.28,Alta,545.0,Buena para riego,370.4,Excelente para riego,Potable - Dulce,11.6323,Alta,21.9406,Potable - Suave,Potable - Excelente,0.705931,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.74164,24.39102,101.01,Media,289.0,Buena para riego,182.0,Excelente para riego,Potable - Dulce,4.9721,Alta,35.856,Potable - Suave,Potable - Excelente,0.9452,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,AS,FE,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
-104.65405,24.52291,357.42,Alta,966.0,Permisible para riego,732.6,Cultivos sensibles,Potable - Dulce,5.2268,Alta,75.696,Potable - Moderadamente suave,Potable - Excelente,0.225885,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.64101,24.72936,317.55,Alta,600.0,Buena para riego,597.2,Cultivos sensibles,Potable - Dulce,1.2237,Potable - Optima,243.4416,Potable - Dura,Buena calidad,5.818675,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.494,24.69971,466.47,Indeseable como FAAP,599.0,Buena para riego,570.0,Cultivos sensibles,Potable - Dulce,1.5535,Alta,237.504,Potable - Dura,Potable - Excelente,0.784877,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.48151,24.775879999999997,388.725,Alta,619.0,Buena para riego,467.6667,Excelente para riego,Potable - Dulce,2.2075,Alta,172.1904,Potable - Dura,Potable - Excelente,0.820841,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.47535,24.78529,336.165,Alta,479.0,Buena para riego,731.6667,Cultivos sensibles,Potable - Dulce,1.939,Alta,158.336,Potable - Dura,Aceptable,1.924454,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.48940999999999,24.78859,405.15,Indeseable como FAAP,558.0,Buena para riego,770.0,Cultivos sensibles,Potable - Dulce,2.9383,Alta,188.024,Potable - Dura,Buena calidad,0.701152,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.47438000000001,24.802960000000002,448.95,Indeseable como FAAP,598.0,Buena para riego,578.3333,Cultivos sensibles,Potable - Dulce,4.8495,Alta,152.3984,Potable - Dura,Buena calidad,0.997268,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.45501999999999,24.78616,330.69,Alta,499.0,Buena para riego,414.6667,Excelente para riego,Potable - Dulce,2.2834,Alta,170.2112,Potable - Dura,Potable - Excelente,2.921325,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.48885,24.84292,527.79,Indeseable como FAAP,858.0,Permisible para riego,632.2,Cultivos sensibles,Potable - Dulce,1.693,Alta,81.1472,Potable - Moderadamente suave,Potable - Excelente,0.673071,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
-104.72531,24.985670000000002,260.61,Alta,433.0,Buena para riego,417.8,Excelente para riego,Potable - Dulce,0.8818,Potable - Optima,215.7328,Potable - Dura,Buena calidad,10.391473,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
-104.86008000000001,24.84937,194.25,Alta,320.0,Buena para riego,432.6,Excelente para riego,Potable - Dulce,0.8714,Potable - Optima,122.7104,Potable - Dura,Potable - Excelente,8.086884,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
-104.01215,24.78359,196.005,Alta,470.0,Buena para riego,291.8,Excelente para riego,Potable - Dulce,1.9166,Alta,159.568,Potable - Dura,Potable - Excelente,1.380659,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
